danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.677,0.175,7,-11.793,0,0.0409,0.972,0.855,0.114,0.141,84.679,audio_features,6vc1ie7orjBJYeJVR4yh8r,spotify:track:6vc1ie7orjBJYeJVR4yh8r,https://api.spotify.com/v1/tracks/6vc1ie7orjBJYeJVR4yh8r,https://api.spotify.com/v1/audio-analysis/6vc1ie7orjBJYeJVR4yh8r,199832,4
0.635,0.193,6,-11.838,1,0.0476,0.96,0.851,0.109,0.318,147.511,audio_features,3mm0nk8uW2rzwQltXgEse6,spotify:track:3mm0nk8uW2rzwQltXgEse6,https://api.spotify.com/v1/tracks/3mm0nk8uW2rzwQltXgEse6,https://api.spotify.com/v1/audio-analysis/3mm0nk8uW2rzwQltXgEse6,154984,3
0.693,0.127,4,-16.267,0,0.0313,0.931,0.919,0.107,0.0972,101.918,audio_features,4dUdnalJalKkzu2fKDM3NF,spotify:track:4dUdnalJalKkzu2fKDM3NF,https://api.spotify.com/v1/tracks/4dUdnalJalKkzu2fKDM3NF,https://api.spotify.com/v1/audio-analysis/4dUdnalJalKkzu2fKDM3NF,170560,4
0.115,0.194,5,-20.176,1,0.0379,0.918,0.865,0.144,0.0385,73.506,audio_features,1MHEMARc3VukbGGn4pc1oE,spotify:track:1MHEMARc3VukbGGn4pc1oE,https://api.spotify.com/v1/tracks/1MHEMARc3VukbGGn4pc1oE,https://api.spotify.com/v1/audio-analysis/1MHEMARc3VukbGGn4pc1oE,267757,4
0.687,0.208,11,-13.271,1,0.0928,0.962,0.878,0.108,0.232,123.67,audio_features,3VQaQbYdSLSgw9sodURQJr,spotify:track:3VQaQbYdSLSgw9sodURQJr,https://api.spotify.com/v1/tracks/3VQaQbYdSLSgw9sodURQJr,https://api.spotify.com/v1/audio-analysis/3VQaQbYdSLSgw9sodURQJr,188941,4
0.451,0.122,2,-22.681,1,0.0376,0.982,0.928,0.081,0.067,114.09,audio_features,6e9o7yfGSXB4TXxFF6nZn4,spotify:track:6e9o7yfGSXB4TXxFF6nZn4,https://api.spotify.com/v1/tracks/6e9o7yfGSXB4TXxFF6nZn4,https://api.spotify.com/v1/audio-analysis/6e9o7yfGSXB4TXxFF6nZn4,134211,3
0.208,0.0503,6,-22.747,1,0.0417,0.874,0.968,0.136,0.0355,90.745,audio_features,2gNdWpUGH3hJjg0O4fqeFq,spotify:track:2gNdWpUGH3hJjg0O4fqeFq,https://api.spotify.com/v1/tracks/2gNdWpUGH3hJjg0O4fqeFq,https://api.spotify.com/v1/audio-analysis/2gNdWpUGH3hJjg0O4fqeFq,155294,4
0.788,0.123,7,-18.231,0,0.0648,0.983,0.923,0.109,0.104,117.932,audio_features,26lZ3W0igUyTsLdXVFPcf0,spotify:track:26lZ3W0igUyTsLdXVFPcf0,https://api.spotify.com/v1/tracks/26lZ3W0igUyTsLdXVFPcf0,https://api.spotify.com/v1/audio-analysis/26lZ3W0igUyTsLdXVFPcf0,137797,4
0.707,0.0467,9,-14.354,0,0.11,0.935,0.132,0.123,0.201,90.259,audio_features,50zj8Ry2UH4x55kAjlQQZm,spotify:track:50zj8Ry2UH4x55kAjlQQZm,https://api.spotify.com/v1/tracks/50zj8Ry2UH4x55kAjlQQZm,https://api.spotify.com/v1/audio-analysis/50zj8Ry2UH4x55kAjlQQZm,167523,4
0.667,0.0792,6,-22.079,0,0.0484,0.962,0.924,0.111,0.121,127.962,audio_features,2cvTKsArRvSBWid2gRrJxo,spotify:track:2cvTKsArRvSBWid2gRrJxo,https://api.spotify.com/v1/tracks/2cvTKsArRvSBWid2gRrJxo,https://api.spotify.com/v1/audio-analysis/2cvTKsArRvSBWid2gRrJxo,208596,4
0.267,0.019,1,-36.187,1,0.0386,0.972,0.904,0.123,0.037,123.687,audio_features,0ll896dtsA8odiG60bm3bK,spotify:track:0ll896dtsA8odiG60bm3bK,https://api.spotify.com/v1/tracks/0ll896dtsA8odiG60bm3bK,https://api.spotify.com/v1/audio-analysis/0ll896dtsA8odiG60bm3bK,126774,4
0.26,0.0916,11,-13.672,0,0.0328,0.947,0.899,0.0869,0.0413,73.522,audio_features,6Lp1guODRjYW2PuMbKi9KQ,spotify:track:6Lp1guODRjYW2PuMbKi9KQ,https://api.spotify.com/v1/tracks/6Lp1guODRjYW2PuMbKi9KQ,https://api.spotify.com/v1/audio-analysis/6Lp1guODRjYW2PuMbKi9KQ,196360,4
0.394,0.22,3,-18.82,1,0.0432,0.665,0.626,0.129,0.49,181.566,audio_features,185WVQvIuyv2FF0mAFbRvI,spotify:track:185WVQvIuyv2FF0mAFbRvI,https://api.spotify.com/v1/tracks/185WVQvIuyv2FF0mAFbRvI,https://api.spotify.com/v1/audio-analysis/185WVQvIuyv2FF0mAFbRvI,225387,4
0.597,0.267,2,-8.796,1,0.0309,0.793,0.0014,0.111,0.246,75.535,audio_features,25J4d78ESH2MgAJoIakB8O,spotify:track:25J4d78ESH2MgAJoIakB8O,https://api.spotify.com/v1/tracks/25J4d78ESH2MgAJoIakB8O,https://api.spotify.com/v1/audio-analysis/25J4d78ESH2MgAJoIakB8O,236720,4
0.634,0.404,0,-10.45,1,0.0287,0.492,0.011,0.125,0.577,118.868,audio_features,6nRenEga4WTc8Da7kigrBO,spotify:track:6nRenEga4WTc8Da7kigrBO,https://api.spotify.com/v1/tracks/6nRenEga4WTc8Da7kigrBO,https://api.spotify.com/v1/audio-analysis/6nRenEga4WTc8Da7kigrBO,212487,4
0.644,0.124,5,-17.784,1,0.034,0.91,0.000295,0.103,0.34,82.902,audio_features,3xjaiUvS1ilQFVR5WtzxX5,spotify:track:3xjaiUvS1ilQFVR5WtzxX5,https://api.spotify.com/v1/tracks/3xjaiUvS1ilQFVR5WtzxX5,https://api.spotify.com/v1/audio-analysis/3xjaiUvS1ilQFVR5WtzxX5,341467,4
0.531,0.575,5,-11.303,0,0.0371,0.313,0.12,0.11,0.485,112.847,audio_features,3tH2AWcU1XTpV4BwirC819,spotify:track:3tH2AWcU1XTpV4BwirC819,https://api.spotify.com/v1/tracks/3tH2AWcU1XTpV4BwirC819,https://api.spotify.com/v1/audio-analysis/3tH2AWcU1XTpV4BwirC819,327147,4
0.729,0.447,5,-9.038,1,0.0387,0.598,0.000279,0.116,0.595,108.837,audio_features,3e5eR2DBoHD2qR4HN3YmTv,spotify:track:3e5eR2DBoHD2qR4HN3YmTv,https://api.spotify.com/v1/tracks/3e5eR2DBoHD2qR4HN3YmTv,https://api.spotify.com/v1/audio-analysis/3e5eR2DBoHD2qR4HN3YmTv,155240,4
0.655,0.255,3,-15.543,1,0.0429,0.85,0.122,0.136,0.446,82.569,audio_features,1CbPLR6Xjo2nc0Pf13N0RS,spotify:track:1CbPLR6Xjo2nc0Pf13N0RS,https://api.spotify.com/v1/tracks/1CbPLR6Xjo2nc0Pf13N0RS,https://api.spotify.com/v1/audio-analysis/1CbPLR6Xjo2nc0Pf13N0RS,123173,4
0.756,0.28,5,-14.27,1,0.0296,0.616,0.00033,0.414,0.695,109.413,audio_features,4wd09wCccmxUB7XVJp0RNn,spotify:track:4wd09wCccmxUB7XVJp0RNn,https://api.spotify.com/v1/tracks/4wd09wCccmxUB7XVJp0RNn,https://api.spotify.com/v1/audio-analysis/4wd09wCccmxUB7XVJp0RNn,231000,4
0.585,0.554,3,-7.828,0,0.0298,0.617,0.0606,0.133,0.418,119.777,audio_features,1KXwXf9Cr9tixpqXWBMcMu,spotify:track:1KXwXf9Cr9tixpqXWBMcMu,https://api.spotify.com/v1/tracks/1KXwXf9Cr9tixpqXWBMcMu,https://api.spotify.com/v1/audio-analysis/1KXwXf9Cr9tixpqXWBMcMu,266804,3
0.414,0.706,9,-5.863,1,0.0413,0.0683,2.35e-05,0.0726,0.491,86.675,audio_features,5Y27DvOTSUWqZNKNGUzM3o,spotify:track:5Y27DvOTSUWqZNKNGUzM3o,https://api.spotify.com/v1/tracks/5Y27DvOTSUWqZNKNGUzM3o,https://api.spotify.com/v1/audio-analysis/5Y27DvOTSUWqZNKNGUzM3o,205667,4
0.619,0.371,9,-11.858,1,0.0359,0.617,0.00354,0.0916,0.451,140.267,audio_features,6eCnpakN2g0R7CQttki1cg,spotify:track:6eCnpakN2g0R7CQttki1cg,https://api.spotify.com/v1/tracks/6eCnpakN2g0R7CQttki1cg,https://api.spotify.com/v1/audio-analysis/6eCnpakN2g0R7CQttki1cg,299867,4
0.816,0.383,7,-12.398,1,0.064,0.19,4.19e-05,0.0974,0.341,101.631,audio_features,7bdDULyOUqNyWu6XPeAnSO,spotify:track:7bdDULyOUqNyWu6XPeAnSO,https://api.spotify.com/v1/tracks/7bdDULyOUqNyWu6XPeAnSO,https://api.spotify.com/v1/audio-analysis/7bdDULyOUqNyWu6XPeAnSO,208160,4
0.473,0.756,7,-8.219,0,0.0619,0.782,0.0475,0.145,0.738,117.479,audio_features,3o3xMz8HYKGsC9IOTVkJIo,spotify:track:3o3xMz8HYKGsC9IOTVkJIo,https://api.spotify.com/v1/tracks/3o3xMz8HYKGsC9IOTVkJIo,https://api.spotify.com/v1/audio-analysis/3o3xMz8HYKGsC9IOTVkJIo,256443,4
0.662,0.304,2,-19.489,1,0.0337,0.233,0.36,0.1,0.487,97.474,audio_features,1rIxqd83G5QIj3A7McdaYv,spotify:track:1rIxqd83G5QIj3A7McdaYv,https://api.spotify.com/v1/tracks/1rIxqd83G5QIj3A7McdaYv,https://api.spotify.com/v1/audio-analysis/1rIxqd83G5QIj3A7McdaYv,140960,4
0.552,0.15,3,-16.746,1,0.0347,0.974,0.731,0.0698,0.316,87.485,audio_features,7BzhqmRj3iOZXqMHqiifHr,spotify:track:7BzhqmRj3iOZXqMHqiifHr,https://api.spotify.com/v1/tracks/7BzhqmRj3iOZXqMHqiifHr,https://api.spotify.com/v1/audio-analysis/7BzhqmRj3iOZXqMHqiifHr,160240,4
0.612,0.573,2,-7.31,0,0.0299,0.92,0.0421,0.115,0.42,109.996,audio_features,2ThEm5QN5UrJzmpAAMaH1Y,spotify:track:2ThEm5QN5UrJzmpAAMaH1Y,https://api.spotify.com/v1/tracks/2ThEm5QN5UrJzmpAAMaH1Y,https://api.spotify.com/v1/audio-analysis/2ThEm5QN5UrJzmpAAMaH1Y,257480,4
0.264,0.648,10,-7.643,1,0.0637,0.0557,5.06e-06,0.098,0.408,52.365,audio_features,2nrVWS45ufhqJuKK95J3nv,spotify:track:2nrVWS45ufhqJuKK95J3nv,https://api.spotify.com/v1/tracks/2nrVWS45ufhqJuKK95J3nv,https://api.spotify.com/v1/audio-analysis/2nrVWS45ufhqJuKK95J3nv,248454,4
0.505,0.427,5,-13.217,0,0.0278,0.0897,0.000561,0.0802,0.477,105.816,audio_features,3lX49Bqy21Y5HneUJ7p55G,spotify:track:3lX49Bqy21Y5HneUJ7p55G,https://api.spotify.com/v1/tracks/3lX49Bqy21Y5HneUJ7p55G,https://api.spotify.com/v1/audio-analysis/3lX49Bqy21Y5HneUJ7p55G,175813,4
0.469,0.253,4,-11.118,1,0.0653,0.573,0.0238,0.245,0.168,66.971,audio_features,1wOR1yWj7PlnQRbL5QneuJ,spotify:track:1wOR1yWj7PlnQRbL5QneuJ,https://api.spotify.com/v1/tracks/1wOR1yWj7PlnQRbL5QneuJ,https://api.spotify.com/v1/audio-analysis/1wOR1yWj7PlnQRbL5QneuJ,261560,4
0.402,0.102,6,-21.048,0,0.0401,0.938,0.000278,0.112,0.307,132.248,audio_features,50LqU2nhdE3fmWOuqOjpjz,spotify:track:50LqU2nhdE3fmWOuqOjpjz,https://api.spotify.com/v1/tracks/50LqU2nhdE3fmWOuqOjpjz,https://api.spotify.com/v1/audio-analysis/50LqU2nhdE3fmWOuqOjpjz,227200,4
0.512,0.439,4,-8.816,1,0.028,0.48,1.07e-05,0.109,0.364,139.824,audio_features,1J8XsaDbekfEP0vmyLcu7w,spotify:track:1J8XsaDbekfEP0vmyLcu7w,https://api.spotify.com/v1/tracks/1J8XsaDbekfEP0vmyLcu7w,https://api.spotify.com/v1/audio-analysis/1J8XsaDbekfEP0vmyLcu7w,264040,3
0.372,0.358,1,-12.878,1,0.0278,0.684,0.634,0.121,0.138,143.893,audio_features,6L8XgwcRqIZGWvvyEEPtui,spotify:track:6L8XgwcRqIZGWvvyEEPtui,https://api.spotify.com/v1/tracks/6L8XgwcRqIZGWvvyEEPtui,https://api.spotify.com/v1/audio-analysis/6L8XgwcRqIZGWvvyEEPtui,314200,3
0.567,0.659,4,-7.196,1,0.0303,0.118,0.513,0.11,0.733,179.861,audio_features,1BlvDzR1MwebVS7f5uw5dw,spotify:track:1BlvDzR1MwebVS7f5uw5dw,https://api.spotify.com/v1/tracks/1BlvDzR1MwebVS7f5uw5dw,https://api.spotify.com/v1/audio-analysis/1BlvDzR1MwebVS7f5uw5dw,180907,4
0.213,0.422,9,-9.284,1,0.0294,0.0703,0.253,0.092,0.174,142.366,audio_features,1Xm7HoeUAd75qGEyDvLBtQ,spotify:track:1Xm7HoeUAd75qGEyDvLBtQ,https://api.spotify.com/v1/tracks/1Xm7HoeUAd75qGEyDvLBtQ,https://api.spotify.com/v1/audio-analysis/1Xm7HoeUAd75qGEyDvLBtQ,336560,4
0.236,0.304,0,-8.915,1,0.0324,0.801,0.246,0.0897,0.289,140.424,audio_features,4nRW6NCV3eKlqI1B7oUgxI,spotify:track:4nRW6NCV3eKlqI1B7oUgxI,https://api.spotify.com/v1/tracks/4nRW6NCV3eKlqI1B7oUgxI,https://api.spotify.com/v1/audio-analysis/4nRW6NCV3eKlqI1B7oUgxI,190827,4
0.441,0.283,2,-9.092,1,0.0304,0.765,0.0348,0.076,0.225,79.664,audio_features,7eI7Y41wcPfqzAxqv1jogS,spotify:track:7eI7Y41wcPfqzAxqv1jogS,https://api.spotify.com/v1/tracks/7eI7Y41wcPfqzAxqv1jogS,https://api.spotify.com/v1/audio-analysis/7eI7Y41wcPfqzAxqv1jogS,275628,4
0.685,0.15,2,-20.543,1,0.039,0.797,0.0461,0.1,0.125,124.956,audio_features,5Szn0p3DlnawyuhX8ULCg4,spotify:track:5Szn0p3DlnawyuhX8ULCg4,https://api.spotify.com/v1/tracks/5Szn0p3DlnawyuhX8ULCg4,https://api.spotify.com/v1/audio-analysis/5Szn0p3DlnawyuhX8ULCg4,379520,4
0.395,0.211,4,-15.917,1,0.0437,0.757,0.00224,0.103,0.44,56.715,audio_features,3jdlFiVKRNpLQboArLidxn,spotify:track:3jdlFiVKRNpLQboArLidxn,https://api.spotify.com/v1/tracks/3jdlFiVKRNpLQboArLidxn,https://api.spotify.com/v1/audio-analysis/3jdlFiVKRNpLQboArLidxn,224893,5
0.534,0.659,0,-8.279,1,0.027,0.487,0.0808,0.0892,0.497,107.052,audio_features,0qHrE21zGV4DThyfx0HdFu,spotify:track:0qHrE21zGV4DThyfx0HdFu,https://api.spotify.com/v1/tracks/0qHrE21zGV4DThyfx0HdFu,https://api.spotify.com/v1/audio-analysis/0qHrE21zGV4DThyfx0HdFu,234160,4
0.573,0.269,6,-10.648,1,0.0289,0.68,0.858,0.117,0.344,61.538,audio_features,1ZVaf194CeE7eBItAVEUCj,spotify:track:1ZVaf194CeE7eBItAVEUCj,https://api.spotify.com/v1/tracks/1ZVaf194CeE7eBItAVEUCj,https://api.spotify.com/v1/audio-analysis/1ZVaf194CeE7eBItAVEUCj,270547,4
0.572,0.33,9,-8.756,1,0.0278,0.378,0.00266,0.126,0.232,135.116,audio_features,0pNA2zQRy93duN1zqbcL3T,spotify:track:0pNA2zQRy93duN1zqbcL3T,https://api.spotify.com/v1/tracks/0pNA2zQRy93duN1zqbcL3T,https://api.spotify.com/v1/audio-analysis/0pNA2zQRy93duN1zqbcL3T,231839,4
0.554,0.3,3,-12.292,1,0.0319,0.811,1.74e-06,0.101,0.264,128.067,audio_features,55uHgEQV1BVtTbI72uEpOq,spotify:track:55uHgEQV1BVtTbI72uEpOq,https://api.spotify.com/v1/tracks/55uHgEQV1BVtTbI72uEpOq,https://api.spotify.com/v1/audio-analysis/55uHgEQV1BVtTbI72uEpOq,243107,4
0.558,0.177,0,-16.368,1,0.028,0.919,0.000211,0.113,0.455,85.887,audio_features,0oYo06FRCBtrE3kWrDcsDF,spotify:track:0oYo06FRCBtrE3kWrDcsDF,https://api.spotify.com/v1/tracks/0oYo06FRCBtrE3kWrDcsDF,https://api.spotify.com/v1/audio-analysis/0oYo06FRCBtrE3kWrDcsDF,234533,4
0.425,0.244,1,-10.015,0,0.0498,0.939,0.874,0.0863,0.0612,71.756,audio_features,3wfyXleQB8piYZimuVLazF,spotify:track:3wfyXleQB8piYZimuVLazF,https://api.spotify.com/v1/tracks/3wfyXleQB8piYZimuVLazF,https://api.spotify.com/v1/audio-analysis/3wfyXleQB8piYZimuVLazF,252800,4
0.415,0.295,9,-11.539,1,0.0346,0.371,0.00545,0.111,0.305,136.046,audio_features,6smJr4cmKlPE7EQrN8XItq,spotify:track:6smJr4cmKlPE7EQrN8XItq,https://api.spotify.com/v1/tracks/6smJr4cmKlPE7EQrN8XItq,https://api.spotify.com/v1/audio-analysis/6smJr4cmKlPE7EQrN8XItq,293987,4
0.612,0.688,9,-13.591,1,0.0348,0.349,0.216,0.241,0.861,86.305,audio_features,3q7wRk5UWxAMiXbHkV2qSe,spotify:track:3q7wRk5UWxAMiXbHkV2qSe,https://api.spotify.com/v1/tracks/3q7wRk5UWxAMiXbHkV2qSe,https://api.spotify.com/v1/audio-analysis/3q7wRk5UWxAMiXbHkV2qSe,257453,4
0.502,0.124,11,-15.738,1,0.0491,0.87,0.111,0.101,0.19,161.638,audio_features,73q8Er6tGTXnHWk2juT9qG,spotify:track:73q8Er6tGTXnHWk2juT9qG,https://api.spotify.com/v1/tracks/73q8Er6tGTXnHWk2juT9qG,https://api.spotify.com/v1/audio-analysis/73q8Er6tGTXnHWk2juT9qG,185800,4
0.341,0.528,7,-9.341,1,0.0383,0.593,0.00774,0.77,0.134,140.26,audio_features,5hUWvHrxArc3IbbF2UIpjg,spotify:track:5hUWvHrxArc3IbbF2UIpjg,https://api.spotify.com/v1/tracks/5hUWvHrxArc3IbbF2UIpjg,https://api.spotify.com/v1/audio-analysis/5hUWvHrxArc3IbbF2UIpjg,201840,4
0.578,0.513,1,-9.868,0,0.0301,0.134,0.688,0.106,0.398,162.015,audio_features,4ouHnqx22lzTZHr2hEt5aH,spotify:track:4ouHnqx22lzTZHr2hEt5aH,https://api.spotify.com/v1/tracks/4ouHnqx22lzTZHr2hEt5aH,https://api.spotify.com/v1/audio-analysis/4ouHnqx22lzTZHr2hEt5aH,232760,4
0.642,0.462,1,-8.026,1,0.0294,0.821,2.55e-06,0.106,0.484,130.018,audio_features,7fArBkBSsaUF5mOcpTL56I,spotify:track:7fArBkBSsaUF5mOcpTL56I,https://api.spotify.com/v1/tracks/7fArBkBSsaUF5mOcpTL56I,https://api.spotify.com/v1/audio-analysis/7fArBkBSsaUF5mOcpTL56I,148867,4
0.43,0.35,9,-10.831,1,0.03,0.852,0.102,0.123,0.397,123.202,audio_features,5Jyq5eUPFFvaKlEGkXQwc1,spotify:track:5Jyq5eUPFFvaKlEGkXQwc1,https://api.spotify.com/v1/tracks/5Jyq5eUPFFvaKlEGkXQwc1,https://api.spotify.com/v1/audio-analysis/5Jyq5eUPFFvaKlEGkXQwc1,270307,4
0.46,0.604,2,-8.303,1,0.0591,0.837,0.153,0.119,0.664,78.54,audio_features,2XMiyGBbIOLEcCdGnHGoq5,spotify:track:2XMiyGBbIOLEcCdGnHGoq5,https://api.spotify.com/v1/tracks/2XMiyGBbIOLEcCdGnHGoq5,https://api.spotify.com/v1/audio-analysis/2XMiyGBbIOLEcCdGnHGoq5,293880,1
0.471,0.494,7,-10.407,1,0.0312,0.387,0.0944,0.617,0.373,79.255,audio_features,34jOBavlBgAG0ILZOlXmWm,spotify:track:34jOBavlBgAG0ILZOlXmWm,https://api.spotify.com/v1/tracks/34jOBavlBgAG0ILZOlXmWm,https://api.spotify.com/v1/audio-analysis/34jOBavlBgAG0ILZOlXmWm,229827,4
0.473,0.118,8,-20.098,1,0.0339,0.852,0.735,0.112,0.0921,114.521,audio_features,3Uh7rAb7F0XGVpEEDwfH1k,spotify:track:3Uh7rAb7F0XGVpEEDwfH1k,https://api.spotify.com/v1/tracks/3Uh7rAb7F0XGVpEEDwfH1k,https://api.spotify.com/v1/audio-analysis/3Uh7rAb7F0XGVpEEDwfH1k,258680,5
0.396,0.201,10,-15.411,1,0.0319,0.692,0.00027,0.103,0.0972,144.712,audio_features,3egOYMcML1gY2yM9GOvuXU,spotify:track:3egOYMcML1gY2yM9GOvuXU,https://api.spotify.com/v1/tracks/3egOYMcML1gY2yM9GOvuXU,https://api.spotify.com/v1/audio-analysis/3egOYMcML1gY2yM9GOvuXU,224227,3
0.738,0.366,5,-10.231,0,0.0324,0.825,2.69e-05,0.118,0.507,101.031,audio_features,1cMNPktEzTYFNxkrOa1sH0,spotify:track:1cMNPktEzTYFNxkrOa1sH0,https://api.spotify.com/v1/tracks/1cMNPktEzTYFNxkrOa1sH0,https://api.spotify.com/v1/audio-analysis/1cMNPktEzTYFNxkrOa1sH0,157800,4
0.537,0.572,1,-9.72,0,0.0269,0.0204,0.804,0.121,0.703,116.256,audio_features,1mxXTUlRQQnjjFT9h0Dt0p,spotify:track:1mxXTUlRQQnjjFT9h0Dt0p,https://api.spotify.com/v1/tracks/1mxXTUlRQQnjjFT9h0Dt0p,https://api.spotify.com/v1/audio-analysis/1mxXTUlRQQnjjFT9h0Dt0p,340935,4
0.644,0.4,5,-9.677,1,0.0293,0.185,0.131,0.0841,0.712,82.17,audio_features,2ThHGTlfGw9uzQwgTFk2nK,spotify:track:2ThHGTlfGw9uzQwgTFk2nK,https://api.spotify.com/v1/tracks/2ThHGTlfGw9uzQwgTFk2nK,https://api.spotify.com/v1/audio-analysis/2ThHGTlfGw9uzQwgTFk2nK,265267,3
0.519,0.163,0,-18.131,0,0.0489,0.926,0.751,0.115,0.356,142.116,audio_features,3tchJ8gDgMdaSxpaLxlr1F,spotify:track:3tchJ8gDgMdaSxpaLxlr1F,https://api.spotify.com/v1/tracks/3tchJ8gDgMdaSxpaLxlr1F,https://api.spotify.com/v1/audio-analysis/3tchJ8gDgMdaSxpaLxlr1F,168040,4
0.705,0.13,11,-19.427,1,0.0603,0.856,0.268,0.14,0.192,79.351,audio_features,0E2aZMFFpUexu3Tv3JWDsw,spotify:track:0E2aZMFFpUexu3Tv3JWDsw,https://api.spotify.com/v1/tracks/0E2aZMFFpUexu3Tv3JWDsw,https://api.spotify.com/v1/audio-analysis/0E2aZMFFpUexu3Tv3JWDsw,286533,4
0.421,0.426,2,-11.011,1,0.0313,0.819,0.727,0.0847,0.553,88.537,audio_features,6imKHLNom4xjEj2n3ZbKHr,spotify:track:6imKHLNom4xjEj2n3ZbKHr,https://api.spotify.com/v1/tracks/6imKHLNom4xjEj2n3ZbKHr,https://api.spotify.com/v1/audio-analysis/6imKHLNom4xjEj2n3ZbKHr,297120,4
0.424,0.264,2,-9.984,1,0.0298,0.831,7.08e-05,0.0763,0.169,139.593,audio_features,7CEV9VwA8XO9wwxTXgYKvY,spotify:track:7CEV9VwA8XO9wwxTXgYKvY,https://api.spotify.com/v1/tracks/7CEV9VwA8XO9wwxTXgYKvY,https://api.spotify.com/v1/audio-analysis/7CEV9VwA8XO9wwxTXgYKvY,300840,4
0.501,0.0305,7,-21.455,1,0.0417,0.903,0.00141,0.108,0.675,89.721,audio_features,2dFEB7VbBPZzhb2LqIBZbH,spotify:track:2dFEB7VbBPZzhb2LqIBZbH,https://api.spotify.com/v1/tracks/2dFEB7VbBPZzhb2LqIBZbH,https://api.spotify.com/v1/audio-analysis/2dFEB7VbBPZzhb2LqIBZbH,185293,4
0.545,0.485,8,-9.941,1,0.151,0.3,0.00137,0.119,0.341,80.401,audio_features,0QB71BDzh36guAExsTIgNO,spotify:track:0QB71BDzh36guAExsTIgNO,https://api.spotify.com/v1/tracks/0QB71BDzh36guAExsTIgNO,https://api.spotify.com/v1/audio-analysis/0QB71BDzh36guAExsTIgNO,249173,4
0.532,0.462,10,-10.71,1,0.03,0.279,0.196,0.101,0.485,80.001,audio_features,3msQ1AerRdSbjrBk3F4W0q,spotify:track:3msQ1AerRdSbjrBk3F4W0q,https://api.spotify.com/v1/tracks/3msQ1AerRdSbjrBk3F4W0q,https://api.spotify.com/v1/audio-analysis/3msQ1AerRdSbjrBk3F4W0q,215012,4
0.681,0.175,1,-15.595,0,0.0402,0.977,0.481,0.0878,0.349,110.011,audio_features,4ewGoo3c885Ipyn57KlPV3,spotify:track:4ewGoo3c885Ipyn57KlPV3,https://api.spotify.com/v1/tracks/4ewGoo3c885Ipyn57KlPV3,https://api.spotify.com/v1/audio-analysis/4ewGoo3c885Ipyn57KlPV3,208773,4
0.685,0.653,0,-6.676,1,0.0255,0.182,0.00535,0.137,0.497,119.935,audio_features,3aL353hFdpA6eOcDUL5sOH,spotify:track:3aL353hFdpA6eOcDUL5sOH,https://api.spotify.com/v1/tracks/3aL353hFdpA6eOcDUL5sOH,https://api.spotify.com/v1/audio-analysis/3aL353hFdpA6eOcDUL5sOH,242373,4
0.365,0.273,4,-16.526,0,0.038,0.94,0.431,0.109,0.238,132.285,audio_features,0oTtnnedK0C4unALxVTPhz,spotify:track:0oTtnnedK0C4unALxVTPhz,https://api.spotify.com/v1/tracks/0oTtnnedK0C4unALxVTPhz,https://api.spotify.com/v1/audio-analysis/0oTtnnedK0C4unALxVTPhz,248965,5
0.55,0.373,9,-8.772,1,0.0314,0.391,0.0551,0.0935,0.33,121.941,audio_features,2ygk6zFffVpUdUzUfYXzQa,spotify:track:2ygk6zFffVpUdUzUfYXzQa,https://api.spotify.com/v1/tracks/2ygk6zFffVpUdUzUfYXzQa,https://api.spotify.com/v1/audio-analysis/2ygk6zFffVpUdUzUfYXzQa,293213,3
0.767,0.346,5,-14.141,1,0.0279,0.093,1.73e-05,0.0806,0.729,90.071,audio_features,3uUWbdV7zvDnZc9IwdUc5T,spotify:track:3uUWbdV7zvDnZc9IwdUc5T,https://api.spotify.com/v1/tracks/3uUWbdV7zvDnZc9IwdUc5T,https://api.spotify.com/v1/audio-analysis/3uUWbdV7zvDnZc9IwdUc5T,180133,4
0.512,0.313,2,-9.528,1,0.0392,0.722,0.0163,0.112,0.116,110.237,audio_features,6ejOqrr7r2LcUDxIqZyygp,spotify:track:6ejOqrr7r2LcUDxIqZyygp,https://api.spotify.com/v1/tracks/6ejOqrr7r2LcUDxIqZyygp,https://api.spotify.com/v1/audio-analysis/6ejOqrr7r2LcUDxIqZyygp,299839,4
0.709,0.53,7,-4.985,1,0.0288,0.289,4.54e-05,0.0929,0.692,117.11,audio_features,0ieqq1wbtso2UjJWPqJ5Xc,spotify:track:0ieqq1wbtso2UjJWPqJ5Xc,https://api.spotify.com/v1/tracks/0ieqq1wbtso2UjJWPqJ5Xc,https://api.spotify.com/v1/audio-analysis/0ieqq1wbtso2UjJWPqJ5Xc,216973,4
0.483,0.0635,0,-12.032,1,0.0432,0.938,0.0,0.0781,0.143,118.228,audio_features,31o2GMNAZMpvEmEBNO68IE,spotify:track:31o2GMNAZMpvEmEBNO68IE,https://api.spotify.com/v1/tracks/31o2GMNAZMpvEmEBNO68IE,https://api.spotify.com/v1/audio-analysis/31o2GMNAZMpvEmEBNO68IE,203880,4
